2025-08-12 16:16:01.132  1123-1256  ApfFilter               com.android.networkstack.process     D  (wlan0): Adding RA fe80::2 -> ff02::1 1800s fec0::/64 86400s/14400s
2025-08-12 16:16:03.888  5188-5205  dev.singventory         com.pseddev.singventory              I  AssetManager2(0x7f287ce35a78) locale list changing from [] to [en-US]
2025-08-12 16:16:03.889  5188-5205  dev.singventory         com.pseddev.singventory              I  AssetManager2(0x7f287ce38318) locale list changing from [] to [en-US]
2025-08-12 16:16:03.947   747-777   CoreBackPreview         system_server                        D  Window{3ef934b u0 Application Error: com.pseddev.singventory}: Setting back callback OnBackInvokedCallbackInfo{mCallback=android.window.WindowOnBackInvokedDispatcher$OnBackInvokedCallbackWrapper@d878e96, mPriority=-1, mIsAnimationCallback=false, mOverrideBehavior=0}
2025-08-12 16:16:03.970  5188-5210  dev.singventory         com.pseddev.singventory              E  No package ID 6a found for resource ID 0x6a0b000f.
2025-08-12 16:16:03.971  5188-5210  FA                      com.pseddev.singventory              I  App measurement initialized, version: 131000
2025-08-12 16:16:03.972  5188-5210  FA                      com.pseddev.singventory              I  To enable debug logging run: adb shell setprop log.tag.FA VERBOSE
2025-08-12 16:16:03.972  5188-5210  FA                      com.pseddev.singventory              I  To enable faster debug mode event logging run:
                                                                                                      adb shell setprop debug.firebase.analytics.app com.pseddev.singventory
2025-08-12 16:16:03.975  5188-5210  FA                      com.pseddev.singventory              E  Invalid google_app_id. Firebase Analytics disabled. See https://goo.gl/NAOOOI. provided id: PLACEHOLDER
2025-08-12 16:16:03.975  5188-5210  FA                      com.pseddev.singventory              E  Uploading is not possible. App measurement disabled
2025-08-12 16:16:06.893   747-1727  TaskPersister           system_server                        E  File error accessing recents directory (directory doesn't exist?).
2025-08-12 16:16:07.325   747-777   WindowOnBackDispatcher  system_server                        W  sendCancelIfRunning: isInProgress=false callback=android.app.Dialog$$ExternalSyntheticLambda2@13c99b1
2025-08-12 16:16:07.325   747-895   ActivityTaskManager     system_server                        W  ProcessRecord{999847c 5188:com.pseddev.singventory/u0a233} is removed with pending start ActivityRecord{181614711 u0 com.pseddev.singventory/.ui.MainActivity t682}
2025-08-12 16:16:07.326  1029-1090  WindowManagerShell      com.android.systemui                 V  Transition requested (#21): android.os.BinderProxy@5593d1f TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=682 effectiveUid=10233 displayId=0 isRunning=false baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.pseddev.singventory/.ui.MainActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.pseddev.singventory/com.pseddev.singventory.ui.MainActivity} numActivities=0 lastActiveTime=1904725 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{android.window.IWindowContainerToken$Stub$Proxy@c98a86c} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 0 - 0, 0) topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=true isVisibleRequested=true isTopActivityNoDisplay=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false isActivityStackTransparent=true lastNonFullscreenBounds=Rect(284, 660 - 796, 1740) capturedLink=null capturedLinkTimestamp=0 requestedVisibleTypes=-9 topActivityRequestOpenInBrowserEducationTimestamp=0 appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false eligibleForLetterboxEducation= false isLetterboxEducationEnabled= false isLetterboxDoubleTapEnabled= false eligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 topActivityAppBounds=Rect(0, 0 - 0, 0) isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false hasMinAspectRatioOverride=false topActivityLetterboxBounds=null cameraCompatTaskInfo=CameraCompatTaskInfo { freeformCameraCompatMode=undefined}} topActivityMainWindowFrame=null}, pipChange = null, remoteTransition = null, displayChange = null, flags = 0, debugId = 21 }
2025-08-12 16:16:07.329   747-1279  AS.PlaybackActivityMon  system_server                        W  No piid assigned for invalid/internal port id 15
2025-08-12 16:16:07.331  1165-1165  VRI[NexusL...rActivity] com...le.android.apps.nexuslauncher  D  visibilityChanged oldVisibility=false newVisibility=true
2025-08-12 16:16:07.333   575-694   AudioFlinger            audioserver                          D  mixer(0x77e8c5100770) throttle end: throttle time(24)
2025-08-12 16:16:07.334   747-777   CoreBackPreview         system_server                        D  Window{3ef934b u0 Application Error: com.pseddev.singventory}: Setting back callback null
2025-08-12 16:16:07.336   747-895   ActivityManager         system_server                        I  Killing 5188:com.pseddev.singventory/u0a233 (adj 0): crash
2025-08-12 16:16:07.337   747-976   Background...rolService system_server                        D  Package event received: 0
2025-08-12 16:16:07.337   747-976   Background...rolService system_server                        D  Package event received: 0
2025-08-12 16:16:07.338   747-4220  HWUI                    system_server                        D  endAllActiveAnimators on 0x7f28fce895f0 (RippleDrawable) with handle 0x7f2a0cf26220
2025-08-12 16:16:07.340   747-852   UsageStatsService       system_server                        W  Unexpected activity event reported! (com.pseddev.singventory/com.pseddev.singventory.ui.MainActivity event : 23 instanceId : 230937933)
2025-08-12 16:16:07.344   585-585   BpBinder                surfaceflinger                       I  onLastStrongRef automatically unlinking death recipients:
2025-08-12 16:16:07.346  1165-1165  NexusLaunc...elDelegate com...le.android.apps.nexuslauncher  D  notifySmartspaceEvent: SmartspaceTargetEvent{mSmartspaceTarget=null, mSmartspaceActionId='null', mEventType=6}
2025-08-12 16:16:07.347   747-895   ActivityManager         system_server                        V  Got obituary of 5188:com.pseddev.singventory
2025-08-12 16:16:07.348   594-594   adbd                    adbd                                 I  Remote process closed the socket (on MSG_PEEK)
---------------------------- PROCESS ENDED (5188) for package com.pseddev.singventory ----------------------------
2025-08-12 16:16:07.350   510-510   Zygote                  zygote64                             I  Process 5188 exited due to signal 9 (Killed)
2025-08-12 16:16:07.350   747-923   InetDiagMessage         system_server                        D  Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
2025-08-12 16:16:07.351   747-787   libprocessgroup         system_server                        I  Removed cgroup /sys/fs/cgroup/apps/uid_10233/pid_5188
2025-08-12 16:16:07.351   747-923   InetDiagMessage         system_server                        D  Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
2025-08-12 16:16:07.352   747-923   InetDiagMessage         system_server                        D  Destroyed live tcp sockets for uids={10233} in 4ms
2025-08-12 16:16:07.352   747-779   WindowManager           system_server                        V  Unknown focus tokens, dropping reportFocusChanged
2025-08-12 16:16:07.353   747-923   InetDiagMessage         system_server                        D  Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET, states=14
2025-08-12 16:16:07.354   747-923   InetDiagMessage         system_server                        D  Destroyed 0 sockets, proto=IPPROTO_TCP, family=AF_INET6, states=14
2025-08-12 16:16:07.354   747-923   InetDiagMessage         system_server                        D  Destroyed live tcp sockets for uids={20233} in 2ms
2025-08-12 16:16:07.423  1029-1090  WindowManagerShell      com.android.systemui                 D  setLauncherKeepClearAreaHeight: visible=true, height=527
2025-08-12 16:16:07.423   585-1438  BpBinder                surfaceflinger                       I  onLastStrongRef automatically unlinking death recipients:
2025-08-12 16:16:07.424  1165-1165  StatsLog                com...le.android.apps.nexuslauncher  D  LAUNCHER_ONRESUME
2025-08-12 16:16:07.429  1165-1227  QuickstepModelDelegate  com...le.android.apps.nexuslauncher  D  notifyAppTargetEvent action=1 launchLocation=workspace/0/[-1,-1]/[1,1]
2025-08-12 16:16:07.429  1029-1049  WindowManagerShell      com.android.systemui                 V  onTransitionReady(transaction=3208340571000)
2025-08-12 16:16:07.430  1613-1780  AiAiEcho                com.google.android.as                I  Predicting[0]:  [CONTEXT sampling_count=5 ]
2025-08-12 16:16:07.430  1613-1780  AiAiEcho                com.google.android.as                I  EchoTargets:
                                                                                                    Filtered by AiAi flag check:
                                                                                                    [CONTEXT ratelimit_period="10 SECONDS" ]
2025-08-12 16:16:07.430  1029-1090  WindowManagerShell      com.android.systemui                 V  onTransitionReady (#21) android.os.BinderProxy@5593d1f: {id=21 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[
                                                                                                            {m=TO_FRONT f=SHOW_WALLPAPER|MOVE_TO_TOP leash=Surface(name=Task=1)/@0xfd8ce35 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},
                                                                                                            {m=CLOSE f=NONE leash=Surface(name=Task=682)/@0x2222ca sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},
                                                                                                            {m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{eef5430 showWhenLocked=false})/@0x75e8c3b sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0}
                                                                                                        ]}
2025-08-12 16:16:07.430  1613-1780  AiAiEcho                com.google.android.as                I  #remoteViewsTwiddler: feature disabled.
2025-08-12 16:16:07.431  1029-1090  WindowManagerShell      com.android.systemui                 V  Playing animation for (#21) android.os.BinderProxy@5593d1f@0
2025-08-12 16:16:07.431  1029-1090  ShellRecents            com.android.systemui                 V  RecentsTransitionHandler.startAnimation: no controller found
2025-08-12 16:16:07.432  1029-1090  WindowManagerShell      com.android.systemui                 V  Transition doesn't have explicit remote, search filters for match for {id=21 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[{m=TO_FRONT f=SHOW_WALLPAPER|MOVE_TO_TOP leash=Surface(name=Task=1)/@0xfd8ce35 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},{m=CLOSE f=NONE leash=Surface(name=Task=682)/@0x2222ca sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},{m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{eef5430 showWhenLocked=false})/@0x75e8c3b sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0}]}
2025-08-12 16:16:07.432  1029-1090  WindowManagerShell      com.android.systemui                 V   Checking filter Pair{{types=[] flags=0x0] notFlags=0x0 checks=[{atype=undefined independent=true modes=[CLOSE,TO_BACK] flags=IN_TASK_WITH_EMBEDDED_ACTIVITY mustBeTask=false order=ANY topActivity=null launchCookie=null taskFragmentToken=android.os.BinderProxy@45112ea windowingMode=undefined}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@54489db, appThread = android.app.IApplicationThread$Stub$Proxy@a919c78, debugName = overlayBackTransition }}
2025-08-12 16:16:07.432  1029-1090  WindowManagerShell      com.android.systemui                 V   Checking filter Pair{{types=[] flags=0x0] notFlags=0x0 checks=[{atype=dream independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=ANY topActivity=null launchCookie=null windowingMode=undefined},{atype=home independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null launchCookie=null windowingMode=undefined}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@a7c5f51, appThread = android.app.IApplicationThread$Stub$Proxy@5a573b6, debugName = LauncherToDream }}
2025-08-12 16:16:07.433  1029-1090  WindowManagerShell      com.android.systemui                 V   Checking filter Pair{{types=[] flags=0x0] notFlags=0x100 checks=[{atype=home independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=TOP topActivity=ComponentInfo{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity} launchCookie=null windowingMode=undefined},{atype=standard independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null launchCookie=null windowingMode=undefined},{NOT atype=undefined independent=true modes=[] flags=NONE mustBeTask=true order=ANY topActivity=null launchCookie=null customAnim=true windowingMode=undefined}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@577e8b7, appThread = android.app.IApplicationThread$Stub$Proxy@1800824, debugName = QuickstepLaunchHome }}
2025-08-12 16:16:07.433  1029-1090  RemoteTransitionHandler com.android.systemui                 D  Found filterPair{{types=[] flags=0x0] notFlags=0x100 checks=[{atype=home independent=true modes=[OPEN,TO_FRONT] flags=NONE mustBeTask=false order=TOP topActivity=ComponentInfo{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity} launchCookie=null windowingMode=undefined},{atype=standard independent=true modes=[CLOSE,TO_BACK] flags=NONE mustBeTask=false order=ANY topActivity=null launchCookie=null windowingMode=undefined},{NOT atype=undefined independent=true modes=[] flags=NONE mustBeTask=true order=ANY topActivity=null launchCookie=null customAnim=true windowingMode=undefined}]} RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@577e8b7, appThread = android.app.IApplicationThread$Stub$Proxy@1800824, debugName = QuickstepLaunchHome }}
2025-08-12 16:16:07.434  1029-1090  WindowManagerShell      com.android.systemui                 V   Delegate animation for (#21) to RemoteTransition { remoteTransition = android.window.IRemoteTransition$Stub$Proxy@577e8b7, appThread = android.app.IApplicationThread$Stub$Proxy@1800824, debugName = QuickstepLaunchHome }
2025-08-12 16:16:07.440  1165-1165  StateManager            com...le.android.apps.nexuslauncher  D  createAtomicAnimation - fromState: Background, toState: Normal, partial trace:
                                                                                                    	at com.android.quickstep.util.ScalingWorkspaceRevealAnim.<init>(go/retraceme ee19ec8c009da7af1d458e7d1683a6f5bf3b93b44f6674aa108e1a3e78584fe0:39)
                                                                                                    	at com.android.launcher3.QuickstepTransitionManager.createWallpaperOpenAnimations(go/retraceme ee19ec8c009da7af1d458e7d1683a6f5bf3b93b44f6674aa108e1a3e78584fe0:168)
                                                                                                    	at com.android.launcher3.QuickstepTransitionManager$WallpaperOpenLauncherAnimationRunner.onAnimationStart(go/retraceme ee19ec8c009da7af1d458e7d1683a6f5bf3b93b44f6674aa108e1a3e78584fe0:17)
2025-08-12 16:16:07.440  1613-1780  AiAiEcho                com.google.android.as                I  #postPredictionTargets: Sending updates to UISurface home with targets# 0 (types=[])
2025-08-12 16:16:07.440  1165-1165  b/311077782             com...le.android.apps.nexuslauncher  D  LauncherAnimationRunner.setAnimation
2025-08-12 16:16:07.443  1165-1227  HWUI                    com...le.android.apps.nexuslauncher  W  Image decoding logging dropped!
2025-08-12 16:16:07.448   747-776   WindowManager           system_server                        V  Sent Transition (#21) createdAt=08-12 16:16:07.325 via request=TransitionRequestInfo { type = CLOSE, triggerTask = TaskInfo{userId=0 taskId=682 effectiveUid=10233 displayId=0 isRunning=false baseIntent=Intent { act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10000000 cmp=com.pseddev.singventory/.ui.MainActivity } baseActivity=null topActivity=null origActivity=null realActivity=ComponentInfo{com.pseddev.singventory/com.pseddev.singventory.ui.MainActivity} numActivities=0 lastActiveTime=1904725 supportsMultiWindow=true resizeMode=1 isResizeable=true minWidth=-1 minHeight=-1 defaultMinSize=220 token=WCT{RemoteToken{73aaafe Task{a2d7ce4 #682 type=standard A=10233:com.pseddev.singventory}}} topActivityType=1 pictureInPictureParams=null shouldDockBigOverlays=false launchIntoPipHostTaskId=-1 lastParentTaskIdBeforePip=-1 displayCutoutSafeInsets=Rect(0, 0 - 0, 0) topActivityInfo=null launchCookies=[] positionInParent=Point(0, 0) parentTaskId=-1 isFocused=false isVisible=true isVisibleRequested=true isTopActivityNoDisplay=false isSleeping=false locusId=null displayAreaFeatureId=1 isTopActivityTransparent=false isActivityStackTransparent=true lastNonFullscreenBounds=Rect(284, 660 - 796, 1740) capturedLink=null capturedLinkTimestamp=0 requestedVisibleTypes=-9 topActivityRequestOpenInBrowserEducationTimestamp=0 appCompatTaskInfo=AppCompatTaskInfo { topActivityInSizeCompat=false eligibleForLetterboxEducation= false isLetterboxEducationEnabled= false isLetterboxDoubleTapEnabled= false eligibleForUserAspectRatioButton= false topActivityBoundsLetterboxed= false isFromLetterboxDoubleTap= false topActivityLetterboxVerticalPosition= -1 topActivityLetterboxHorizontalPosition= -1 topActivityLetterboxWidth=-1 topActivityLetterboxHeight=-1 topActivityAppBounds=Rect(0, 0 - 0, 0) isUserFullscreenOverrideEnabled=false isSystemFullscreenOverrideEnabled=false hasMinAspectRatioOverride=false topActivityLetterboxBounds=null cameraCompatTaskInfo=CameraCompatTaskInfo { freeformCameraCompatMode=undefined}} topActivityMainWindowFrame=null}, pipChange = null, remoteTransition = null, displayChange = null, flags = 0, debugId = 21 }
2025-08-12 16:16:07.448   747-776   WindowManager           system_server                        V      startWCT=WindowContainerTransaction { changes= {} hops= [] errorCallbackToken=null taskFragmentOrganizer=null }
2025-08-12 16:16:07.448   747-776   WindowManager           system_server                        V      info={id=21 t=CLOSE f=0x0 trk=0 r=[0@Point(0, 0)] c=[
                                                                                                            {WCT{RemoteToken{6643938 Task{13c1e8a #1 type=home}}} m=TO_FRONT f=SHOW_WALLPAPER|MOVE_TO_TOP leash=Surface(name=Task=1)/@0x2886ed8 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},
                                                                                                            {WCT{RemoteToken{73aaafe Task{a2d7ce4 #682 type=standard A=10233:com.pseddev.singventory}}} m=CLOSE f=NONE leash=Surface(name=Task=682)/@0xd9a6080 sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0 taskParent=-1},
                                                                                                            {m=TO_FRONT f=IS_WALLPAPER leash=Surface(name=WallpaperWindowToken{eef5430 showWhenLocked=false})/@0x423a9bb sb=Rect(0, 0 - 1080, 2400) eb=Rect(0, 0 - 1080, 2400) epz=Point(1080, 2400) d=0}
                                                                                                        ]}
2025-08-12 16:16:07.449  1165-1935  FrameEvents             com...le.android.apps.nexuslauncher  E  addRelease: Did not find frame.
2025-08-12 16:16:07.453  1029-1090  WindowManagerShell      com.android.systemui                 V   animated by com.android.wm.shell.transition.RemoteTransitionHandler@e42ec2c
2025-08-12 16:16:07.462   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=2
2025-08-12 16:16:07.462  1165-1165  SsBaseTemplateCard      com...le.android.apps.nexuslauncher  D  No text view can be set up
2025-08-12 16:16:07.462  1165-1165  SsBaseTemplateCard      com...le.android.apps.nexuslauncher  D  Passed-in item info is null
2025-08-12 16:16:07.462  1165-1165  SsBaseTemplateCard      com...le.android.apps.nexuslauncher  D  Passed-in item info is null
2025-08-12 16:16:07.462  1165-1165  SsBaseTemplateCard      com...le.android.apps.nexuslauncher  D  Passed-in item info is null
2025-08-12 16:16:07.462  1165-1165  SsBaseTemplateCard      com...le.android.apps.nexuslauncher  I  Secondary card pane is null
2025-08-12 16:16:07.462   585-585   BpBinder                surfaceflinger                       I  onLastStrongRef automatically unlinking death recipients:
2025-08-12 16:16:07.464   534-579   RanchuHwc               and...hics.composer3-service.ranchu  I  logCompositionFallbackIfChanged: layer 36 CompositionType fallback from 2 to 1
2025-08-12 16:16:07.464   534-579   RanchuHwc               and...hics.composer3-service.ranchu  I  logCompositionFallbackIfChanged: layer 37 CompositionType fallback from 3 to 1
2025-08-12 16:16:07.464   534-579   RanchuHwc               and...hics.composer3-service.ranchu  I  logCompositionFallbackIfChanged: layer 35 CompositionType fallback from 2 to 1
2025-08-12 16:16:07.466   747-884   ImeTracker              system_server                        I  com.google.android.apps.nexuslauncher:1db2f78e: onRequestHide at ORIGIN_SERVER reason HIDE_SAME_WINDOW_FOCUSED_WITHOUT_EDITOR fromUser false
2025-08-12 16:16:07.469  1473-1473  GoogleInpu...hodService com...gle.android.inputmethod.latin  I  GoogleInputMethodService.onFinishInput():2045
2025-08-12 16:16:07.470  1473-1473  Module                  com...gle.android.inputmethod.latin  I  DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 0, locked = false
2025-08-12 16:16:07.472   647-1937  IPCThreadState          cameraserver                         W  Sending oneway calls to frozen process.
2025-08-12 16:16:07.473  1473-1473  GoogleInpu...hodService com...gle.android.inputmethod.latin  I  GoogleInputMethodService.onStartInput():1311 onStartInput(EditorInfo{EditorInfo{packageName=com.google.android.apps.nexuslauncher, inputType=0, inputTypeString=NULL, enableLearning=false, autoCorrection=false, autoComplete=false, imeOptions=0, privateImeOptions=null, actionName=UNSPECIFIED, actionLabel=null, initialSelStart=-1, initialSelEnd=-1, initialCapsMode=0, label=null, fieldId=0, fieldName=null, extras=null, hintText=null, hintLocales=[]}}, false)
2025-08-12 16:16:07.476  1473-1473  Module                  com...gle.android.inputmethod.latin  I  DeviceLockedStatusModuleProvider$Module.updateDeviceLockedStatus():100 repeatCheckTimes = 1, locked = false
2025-08-12 16:16:07.478   747-2010  PackageConfigPersister  system_server                        W  App-specific configuration not found for packageName: com.google.android.apps.nexuslauncher and userId: 0
2025-08-12 16:16:07.478   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=3
2025-08-12 16:16:07.478  1165-1165  InsetsController        com...le.android.apps.nexuslauncher  D  hide(ime(), fromIme=false)
2025-08-12 16:16:07.478  1165-1165  ImeTracker              com...le.android.apps.nexuslauncher  I  com.google.android.apps.nexuslauncher:1db2f78e: onCancelled at PHASE_CLIENT_ALREADY_HIDDEN
2025-08-12 16:16:07.512   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=4
2025-08-12 16:16:07.544   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=5
2025-08-12 16:16:07.561   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=6
2025-08-12 16:16:07.579   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=7
2025-08-12 16:16:07.594   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=8
2025-08-12 16:16:07.611   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=9
2025-08-12 16:16:07.628   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=10
2025-08-12 16:16:07.645   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=11
2025-08-12 16:16:07.661   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=12
2025-08-12 16:16:07.679   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=13
2025-08-12 16:16:07.694   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=14
2025-08-12 16:16:07.711   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=15
2025-08-12 16:16:07.728   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=16
2025-08-12 16:16:07.744   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=17
2025-08-12 16:16:07.762   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=18
2025-08-12 16:16:07.777   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=19
2025-08-12 16:16:07.793   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=20
2025-08-12 16:16:07.811   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=21
2025-08-12 16:16:07.828   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=22
2025-08-12 16:16:07.844   585-585   SurfaceFlinger          surfaceflinger                       E  Out of order buffers detected for RequestedLayerState{com.google.android.apps.nexuslauncher/com.google.android.apps.nexuslauncher.NexusLauncherActivity#201 parentId=147} producedId=8 frameNumber=200 -> producedId=8 frameNumber=23
